"Yeah, so I'm just hanging out here at the NAME house. I'm feeling extra happy and not really stressed out. I'm just hanging out with my friends, and I'm really content with my life right now, and I'm just out here, really having a good time trying to live, you know.";"1"
"PLACE practice just ended, heading home, going to have dinner and maybe get some couple of things done, class requests and then, super, hey.. I'm having a kind of day today. So yeah, power through everything I needed to do. A little bit sore, but I'm working on it.";"1"
"I just got up. I'm walking to PLACE right now to go study and just makes me happy because I'm looking forward to seeing her. Currently, everything seems disconnected. I go see everyone every night. Training, studying, but I thought I was done and it's really cold outside, and I'm still really sick.";"0"
"My friends NAME and NAME visited me from PLACE, and we're eating at PLACE right now. I'm doing pretty good. I have acapella practice in an hour, and we're going to work on choreography, so I have to prepare for that.";"1"
"I just got done playing in the intramural sport. It was a whole lot of fun with them playing flag football. We lost, but that's okay. I had a really good time. Now I'm at home, just took a shower, watching TV. About to go study on campus.";"1"
"I'm currently at school at my unlink because I am feeling stressed because I have an exam tomorrow. I'm getting tired because I went to work all day today, and overall, I'm feeling overwhelmed with mid-semester midterms and all of the other commitments that I have going on.";"0"
"I feel completely normal and calm. I like that it's cold outside. I feel like this is an ineffective and not efficient way to collect data because I have to stop and get by myself to record this message, but here's ten seconds of background noise.";"1"
"I am currently just doing statistics homework in bed. My thoughts haven't been very crazy, I've literally just been worrying about stats homework. So everything is due at 5, so I'm a bit stressed, but overall, I'm just in a neutral mode.";"0"
"About to go to bed, was at PLACE, aiming for probably 10 hours or so. Yeah, I'm really tired, and I have an 8 a.m. class tomorrow. So this isn't going to go well. But I had lots of fun today, so I think it's worth it.";"1"
"I am currently studying for a psychology test, reading, and taking notes on the information. It's pretty interesting. I'm kind of definitely into it, which is kind of surprising because I'm really not motivated to do much these days. But psychology is kind of different, so maybe that's good. That's about it.";"0"
"I'm currently lying down on the sofa at my friend's house. He and his grandma are fixing a lightbulb in the restroom next room. I'm watching a movie on Netflix, and it is currently April 26th. I haven't eaten breakfast, thinking about what I'm going to eat.";"1"
"Just finished eating, now walking to my classes. Earlier today, I played video games with my roommate. I feel fine and wrong. Give me a long week, a lot of homework to do. Stressed out about that if anything. It's rainy ugly weather. I've got it.";"1"
"At the moment, I'm pretty sad because of the fact I can't go home and like everyone's really busy and so they haven't texted me and decided not to have my family. I need to text everyone and type. It's overwhelming, but overall, I'm pretty content.";"0"
"I'm currently lying in bed, about to go to sleep. I'm in my room by myself. What's wrong? Pretty peaceful. I'm thinking about my chemistry exam that I've been stressed about for a month that I take tomorrow. It's still stressing me out. I'm not feeling tired, but I wish I was. I'm very stressed.";"0"
"I just had a late dinner. I'm kind of tired. I missed my first class, so kind of just running my entire day. I'm currently alone, outside the geoscience building. I'm going to go to the gym later today. I think that's the only good thing.";"0"
"I'm in my apartment eating food. I did my bio homework and my chemistry homework. I have the expectation it won't work. I lied. I feel like giving up on biology because it's not going to happen for me. So why try, right?";"0"
"I'm in psychology right now. I just finished the post-test survey. I'm really anxious about my test later today and a paper later this week and I just feel anxious and I am happy. But I'm excited for the weekend when everything will be over, and it's time to just have fun and relax.";"0"
"Okay, I got out of my psychology research class, thinking it was a little boring, but it only took about an hour and I'm about to go to my second psychology research lecture. I'm on campus, walking, and feeling a little tired.";"0"
"I am currently still lying down, resting. I'm not feeling too well today. But I have to go do some stuff right now. So I should probably get up already because I need to study for classes. So that's what I'm going to be doing today. Very tired and don't feel well at all. Horrible.";"0"
"My friends finally got here yesterday. I'm so excited. I'm coming to you today. I'm going to see the Formula One, one hell of a thing. But I love the rain, and tomorrow we're going to PLACE and we are excited. So it's going to be really fun.";"1"
"I'm currently sitting in my room in my apartment, on the bed. I just dropped a friend off. Slightly worried because they weren't feeling well. I'm also anxious about that and an upcoming test. And I have to study for it. I was feeling better earlier, but I'm a little worried and a little sad.";"0"
"Standing outside my dorm because we're doing a fire drill, especially for a psychologist it feels kind of cool. It's cool. I'm not pestering. I'm a little stressed out, but not too bad. And then you got to leave it for 10 seconds to record the ambient noise.";"0"
"I'm walking to my barber right now. I have a 3:30 class it is called intro in psychology. I just got to come. I had an exam today. It's okay. I mean, I feel like I could have done better. Yeah, whatever.";"0"
"I just got out of class. I also just got my exam grade. Not happy about it, LOL. I got some friends today. I'm just going to get the day ready, going to go to a meeting now, and then probably just stay in the rest of the day.";"0"
"I'm walking to the music school right now to get some coolers. I'm feeling generally annoyed with the world and the incompetence of the people around me. I'm feeling self-conscious about the fact that I sound like a prick when I say that. And my energy levels are neutral.";"0"
"I'm on my computer, looking up courses that I have to take next semester and freaking out because I don't know what I'm doing with my life. So that's fun. And I'm with my roommate. She's being kind of annoying, but it's okay. I'm dealing with it. All right.";"1"
"In my dorm room, writing a paper for my UGS class, which is visual sociology. Actually very ill right now. I think I don't know. There's a lot going on. I'm just very discouraged about my performance in college so far. So yeah, hanging out.";"0"
"Right now, I am currently in PLACE and PLACE. I just finished eating rice and and I'm just listening to an interview right now, back and forth between the shark's point of view and the human to die. Spoiler alert: Cheap event leads.";"1"
"I am sitting at a restaurant across from NAME and we are eating food, current cheap food, current feelings pretty calm, kind of tired. It is kind of late in the day, no stress at all, very content with life. Life is pretty good. That's all I've got.";"1"
"I'm on my way to NAME with my friends. Not going to say their names because, you know, whatever. I don't know. I think we're like 5 or 6 minutes away. So I'll see you soon. Chicken and french fries. We're just all hungry, will feel better after we eat. That's it.";"0"
"I am taking a record. I mean after waking up from my nap. And I'm about to eat, go to a meeting and then I'm going to play volleyball. NAME here hasn't started that I am very disappointed. But they need to not give a. ";"1"
"I'm in the library right now, studying for a test. Yay. And my thoughts and feelings, I guess I'm kind of stressed about the upcoming test, but I'm getting and my friends are helping me, so that's good. Now I have to collect 10 seconds of environmental sounds.";"1"
"I'm currently sitting at my sorority house with my friends and my bag, and I'm eating cake. I'm kind of sad because my test was bad, but it's okay. I'm going to stay positive about that since I got school. I'm not usually a sad person, so that's my update.";"0"
"I'm at my sister's house. Earlier this morning, my officially done relationship and he broke up with me because he's been cheating on me for the past two weeks, and I'm not skinny enough for him. So that's two years of my life wasted, and I want to die.";"0"
"I just woke up after sleeping late, about 12 hours. I think NAME went to a Euro party last night with my friends. NAME, and that was fine I guess. Current thoughts, guess I'm kind of hungry since I haven't eaten in a fat minute.";"0"
"I just finished eating. Coming back from my tutoring session and now I feel so sleepy, at my boyfriend's dorm right now and I feel so tempted to play a game right now, but I  need to study, but I don't know. Feel so stressed out.";"0"
"Situation right now is still stressed and I've got an exam tomorrow morning. So I'm really worried looking at me right now. Now I go study right after I eat. Just so you know, this way I need to get on this test. That's why I'm here, you know, studying.";"0"
